Z,D,Y,M,Q
1,1,0,0,20.0
1,0,1,0,
1,0,1,1,
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,1,1,1,22.0
1,1,1,0,37.0
1,1,0,0,18.0
1,0,1,0,18.0
1,1,0,0,27.0
1,0,0,0,96.0
1,1,1,0,
1,1,1,0,
1,0,1,0,4.0
1,0,1,1,15.0
1,1,0,0,3.0
1,0,0,0,
1,1,1,1,35.0
1,0,1,0,
1,1,1,0,17.0
1,1,1,0,44.0
1,1,1,0,16.0
1,1,1,1,2.0
1,1,1,1,22.0
1,1,1,1,20.0
1,0,0,1,96.0
1,1,1,0,4.0
1,0,0,0,122.0
1,1,0,0,
1,1,0,0,13.0
0,0,0,0,29.0
1,1,1,0,
1,0,0,1,97.0
1,0,0,0,24.0
1,1,1,1,8.0
1,0,1,1,258.0
1,0,1,1,256.0
1,1,1,0,
1,0,1,0,
1,0,1,0,
1,1,0,1,12.0
1,1,1,0,24.0
1,0,0,0,12.0
1,0,1,0,84.0
1,0,1,0,4.0
1,0,1,0,16.0
1,0,0,0,
1,0,1,1,
1,0,1,0,
1,0,0,0,
1,0,1,1,
1,0,0,1,95.0
1,1,1,0,
1,0,1,0,8.0
1,0,1,0,106.0
1,1,1,0,29.0
0,0,1,1,
0,0,1,0,40.0
1,0,1,0,242.0
1,1,1,1,13.0
1,0,1,0,
1,0,1,1,
1,1,0,0,
1,1,1,0,10.0
1,1,1,0,11.0
1,0,0,0,
1,0,1,0,
1,1,1,0,31.0
1,0,1,0,71.0
1,0,1,0,
1,0,0,0,
1,1,1,0,19.0
1,1,0,0,7.0
1,0,1,0,45.0
1,0,0,0,
1,0,0,1,
1,0,0,0,
1,0,1,1,157.0
1,0,0,0,
1,1,1,1,26.0
1,0,1,1,29.0
1,0,0,0,
1,1,0,0,21.0
1,1,1,0,
1,0,1,1,
1,0,0,1,
1,1,0,0,64.0
1,0,1,0,
1,0,0,0,5.0
1,1,1,1,23.0
1,1,1,0,186.0
1,1,0,0,48.0
1,1,1,0,17.0
1,1,1,1,
1,1,1,0,
1,0,0,0,
1,0,1,0,
1,1,0,0,12.0
1,1,1,0,23.0
0,1,1,1,
1,0,1,0,41.0
1,0,0,0,41.0
1,0,1,0,
1,1,1,1,4.0
1,0,0,0,21.0
1,1,1,1,1.0
1,0,1,1,
1,0,1,0,
1,0,1,0,316.0
1,0,1,0,556.0
1,0,1,0,59.0
1,0,0,0,614.0
1,0,1,0,
1,0,0,0,20.0
1,0,1,1,
1,0,1,1,1.0
1,1,0,0,14.0
1,0,1,0,
1,0,1,0,4.0
1,0,1,0,315.0
1,0,1,0,
1,0,1,1,
1,1,1,1,
1,0,1,0,
1,1,0,1,5.0
0,0,1,0,4.0
1,0,1,0,6.0
1,1,0,0,
1,0,1,1,65.0
1,1,1,1,39.0
1,0,1,1,9.0
1,0,1,1,73.0
1,1,0,1,3.0
1,1,1,1,14.0
1,1,1,0,
1,0,0,1,
1,0,1,0,227.0
1,0,1,0,3.0
1,1,1,1,14.0
0,0,1,1,2.0
1,1,1,1,44.0
1,1,1,0,41.0
1,0,1,0,14.0
1,0,1,0,9.0
1,1,1,0,35.0
1,0,1,0,185.0
1,0,1,1,34.0
1,0,1,1,
1,1,1,0,6.0
1,1,1,0,2.0
1,1,1,1,3.0
1,0,1,0,
1,1,0,0,28.0
1,0,1,1,183.0
1,1,1,1,9.0
1,1,0,0,11.0
1,1,1,1,
1,1,1,1,154.0
1,0,1,0,
1,1,0,0,15.0
1,0,1,0,27.0
1,0,1,1,
1,0,0,0,
1,0,1,0,
1,1,1,0,14.0
1,1,1,0,61.0
1,0,1,1,
1,0,1,0,
1,1,1,0,12.0
1,0,1,0,31.0
0,0,1,0,45.0
1,0,1,0,22.0
1,1,1,1,82.0
1,1,1,0,142.0
1,0,1,1,225.0
1,1,1,1,24.0
1,0,1,0,
1,0,1,0,12.0
1,0,1,0,1.0
1,0,1,0,
1,0,0,0,55.0
1,0,0,0,
1,0,1,1,
1,0,1,1,49.0
1,1,1,0,21.0
1,0,0,0,
1,1,1,0,33.0
1,0,0,0,
1,1,1,0,37.0
1,1,1,0,
1,0,1,0,13.0
1,0,0,0,
1,0,1,1,101.0
0,0,1,0,40.0
0,0,1,0,
1,0,1,0,
1,0,1,0,
1,1,1,1,12.0
1,0,1,0,8.0
1,1,1,1,25.0
1,0,1,1,89.0
1,0,0,0,
1,0,0,0,174.0
1,0,1,1,34.0
1,1,1,0,9.0
1,0,1,1,89.0
1,0,1,1,68.0
1,1,1,1,14.0
1,0,1,1,
1,1,1,0,5.0
1,1,1,1,11.0
1,1,0,0,8.0
1,1,0,0,3.0
1,0,0,0,
1,1,0,1,4.0
1,0,1,0,22.0
1,0,1,0,
1,0,1,0,
1,0,0,1,
1,0,1,1,181.0
1,1,0,0,10.0
1,0,1,0,5.0
1,0,1,0,
1,0,0,0,56.0
1,1,0,0,143.0
1,1,1,0,9.0
1,0,1,0,96.0
1,0,1,0,
1,0,1,0,
0,0,1,0,60.0
1,1,1,1,4.0
1,0,1,1,52.0
1,0,1,0,
0,0,0,0,
1,1,0,0,37.0
1,1,1,0,10.0
1,0,0,0,
1,1,1,0,5.0
1,0,1,0,3.0
1,0,1,0,2.0
1,0,0,0,20.0
0,0,1,0,1.0
1,0,1,0,3.0
1,1,1,0,21.0
1,1,1,0,15.0
1,1,1,0,24.0
0,1,0,1,34.0
1,0,0,0,52.0
1,0,1,0,270.0
1,0,0,1,27.0
1,1,1,0,
1,1,1,1,17.0
1,1,1,0,10.0
1,1,0,0,85.0
1,0,1,0,129.0
1,0,0,1,
1,0,0,1,
0,0,1,0,75.0
1,1,0,1,9.0
1,0,0,0,
1,0,1,0,
1,0,1,0,
1,0,0,0,1162.0
1,0,1,0,
1,0,0,0,64.0
1,1,0,0,45.0
1,0,1,0,
1,1,1,1,
1,0,1,0,10.0
1,1,1,0,30.0
1,0,0,0,
1,0,1,1,4.0
1,0,1,0,133.0
1,0,1,0,
1,0,0,0,154.0
1,1,1,0,20.0
1,0,1,0,
1,1,0,0,4.0
1,0,1,0,
1,0,1,0,425.0
1,0,0,0,142.0
1,0,0,1,
1,1,1,1,
1,0,0,0,1.0
1,0,0,0,
1,0,1,1,98.0
1,0,1,1,
1,0,0,0,
1,0,1,0,107.0
1,0,1,0,314.0
1,0,1,0,10.0
1,0,1,0,
1,1,0,0,147.0
1,0,1,0,61.0
1,0,0,0,
1,0,1,0,
1,0,0,0,54.0
1,0,0,0,
1,1,0,0,7.0
1,1,0,0,
1,0,1,0,
1,0,0,0,
1,1,0,0,10.0
1,0,1,0,
1,0,0,1,
1,0,0,0,
1,1,0,0,6.0
1,1,1,0,1.0
1,1,1,1,
1,0,1,0,
1,1,1,0,40.0
1,0,1,1,75.0
1,1,1,0,9.0
1,0,0,0,83.0
1,0,1,0,
1,1,1,0,26.0
1,0,0,0,
1,1,1,0,4.0
1,0,0,0,21.0
0,0,1,0,11.0
1,0,0,0,
1,0,0,0,258.0
1,0,1,0,
1,0,1,0,2.0
1,0,0,0,3.0
1,1,1,1,174.0
1,0,1,1,17.0
1,1,1,0,30.0
1,0,1,0,
1,1,0,0,7.0
1,0,0,1,8.0
1,0,1,1,23.0
1,0,0,0,19.0
1,1,1,1,5.0
1,0,0,0,16.0
1,0,0,0,
1,0,1,1,
1,1,1,0,
1,0,1,1,269.0
1,0,0,1,44.0
0,0,1,0,39.0
1,0,0,0,40.0
1,0,1,0,84.0
1,1,1,1,58.0
1,1,0,0,2.0
1,0,0,1,66.0
1,0,0,0,109.0
1,0,0,0,
1,0,0,0,
1,1,0,0,
1,1,0,0,
1,0,1,0,348.0
1,0,1,0,115.0
1,1,1,1,26.0
1,0,1,0,199.0
1,1,0,0,11.0
1,0,1,0,
1,0,1,0,1.0
1,0,1,0,
1,1,1,0,
1,0,1,0,
1,0,1,0,1.0
1,0,0,0,8.0
1,0,1,0,6.0
1,1,1,1,19.0
1,1,1,0,7.0
1,0,1,0,143.0
1,1,0,0,4.0
0,0,1,0,7.0
1,1,0,0,1.0
0,0,1,0,
1,0,0,0,16.0
1,0,1,0,
1,1,0,0,49.0
1,1,1,0,27.0
1,0,1,0,193.0
1,0,1,0,
1,0,0,0,
1,0,0,0,23.0
1,1,1,0,18.0
1,0,1,0,3.0
0,0,1,0,
1,1,1,0,33.0
1,0,0,0,178.0
1,0,1,0,
1,0,1,0,
0,0,0,0,47.0
1,0,1,1,
1,1,0,0,8.0
1,0,1,0,73.0
1,0,0,1,
1,0,0,0,211.0
1,0,0,0,
1,0,0,0,37.0
1,1,1,0,26.0
1,0,1,0,34.0
1,0,1,0,3.0
1,0,1,0,113.0
1,0,1,1,133.0
0,0,1,1,66.0
1,0,0,0,124.0
1,0,0,0,
1,0,1,0,165.0
1,1,1,0,
1,0,1,1,71.0
1,0,1,0,
1,0,1,0,58.0
1,1,0,0,
1,0,1,0,51.0
1,1,1,0,23.0
1,1,0,1,8.0
1,1,1,0,
1,0,1,0,4.0
1,0,1,1,5.0
1,0,1,0,101.0
1,0,1,0,71.0
1,1,1,0,1.0
1,0,1,1,47.0
1,1,1,1,12.0
1,1,0,0,58.0
1,0,0,0,25.0
1,1,1,0,24.0
1,0,1,0,57.0
1,0,1,1,
1,0,0,1,
1,1,1,0,
1,0,1,0,43.0
1,0,1,0,34.0
1,0,1,1,
1,0,1,0,16.0
1,1,1,1,16.0
1,0,0,0,6.0
1,0,1,0,
1,1,0,0,
1,0,1,0,32.0
1,0,0,0,
1,0,1,0,58.0
1,1,1,0,18.0
1,0,0,1,2.0
1,1,0,1,99.0
1,1,1,0,131.0
1,1,1,0,72.0
1,1,1,0,5.0
1,0,0,1,9.0
1,0,0,0,
1,0,1,0,
1,0,0,0,
1,0,1,0,
1,0,0,0,
1,0,0,0,6.0
1,0,1,1,
1,0,1,0,
1,0,0,1,
1,0,1,0,164.0
1,0,1,0,
1,0,1,0,149.0
1,0,1,0,
1,0,0,0,141.0
1,0,1,0,29.0
1,0,1,0,
1,1,1,0,
1,0,1,0,
1,1,1,1,15.0
1,0,1,0,
1,0,1,0,
1,0,0,1,250.0
1,0,1,0,25.0
1,0,0,0,51.0
1,0,0,0,
1,1,1,0,28.0
1,0,0,0,
1,0,1,0,
1,1,0,0,19.0
1,1,1,0,41.0
1,1,1,1,
1,0,1,0,
1,0,1,0,
1,0,0,0,
1,0,1,0,
1,0,0,0,
1,0,0,0,
1,0,1,0,
1,0,1,0,194.0
1,0,0,0,6.0
1,0,1,0,
1,0,1,0,
1,0,1,0,35.0
1,1,1,1,32.0
1,0,1,0,29.0
1,0,0,0,
1,0,1,0,
1,0,1,1,3.0
1,1,1,0,49.0
1,1,1,0,12.0
1,0,1,0,15.0
1,1,1,0,
1,0,1,0,
1,0,1,0,
1,0,1,0,15.0
1,1,1,0,47.0
1,0,0,0,5.0
1,0,0,0,
1,0,1,1,
1,1,1,1,56.0
1,0,1,0,
1,0,1,1,
1,0,1,1,
1,0,1,1,
1,1,1,0,25.0
1,0,1,1,
1,0,1,0,
1,0,1,0,
1,1,0,1,
1,0,0,0,
1,0,0,1,
1,0,0,0,
1,0,0,0,
1,0,1,0,
1,0,0,0,
1,1,0,0,6.0
1,0,0,0,61.0
1,1,1,0,2.0
1,0,0,0,
1,0,1,0,
1,0,1,0,32.0
1,0,1,0,3.0
1,0,0,0,
1,0,1,0,
1,1,1,0,
1,0,1,1,
1,0,0,0,7.0
1,1,0,1,3.0
1,0,1,1,93.0
1,1,1,0,1.0
1,1,1,1,19.0
1,0,1,0,
1,0,1,1,19.0
1,0,0,1,
1,0,1,1,
1,0,1,1,
1,1,0,0,41.0
1,1,0,1,
1,0,0,0,
1,0,0,1,
1,0,1,0,
1,0,1,1,67.0
1,1,1,1,
1,0,1,1,
1,0,0,0,
1,0,1,0,
1,0,1,1,
1,0,1,1,
1,0,1,0,
1,0,1,0,439.0
1,0,0,0,
1,0,0,0,
1,0,1,0,
1,0,1,1,89.0
1,0,1,0,277.0
1,0,1,0,
1,0,1,1,
1,0,1,0,
1,0,1,0,
1,0,1,1,169.0
1,0,0,0,
1,0,1,0,
0,0,0,1,
1,0,1,0,
1,0,0,0,
1,1,0,0,4.0
1,0,1,0,52.0
1,1,1,0,47.0
1,0,1,1,
1,0,0,0,
1,0,1,0,45.0
1,0,1,0,
1,0,1,0,170.0
1,0,0,0,
1,0,0,0,
1,0,1,0,
0,0,1,1,
0,0,1,0,48.0
1,1,1,0,
1,1,1,0,
1,0,0,0,
1,1,1,1,9.0
1,0,0,0,399.0
1,0,0,0,286.0
1,0,0,1,
1,0,0,0,
1,0,0,0,
1,0,1,0,
1,1,1,0,19.0
1,0,1,1,101.0
1,0,1,1,77.0
1,0,1,0,7.0
1,0,1,1,
1,0,1,1,45.0
1,0,1,0,
1,0,1,0,
1,0,1,1,
1,0,0,0,18.0
1,0,1,0,
0,0,1,0,3.0
1,0,0,1,115.0
1,0,1,0,
1,1,0,0,9.0
1,0,1,0,
1,1,1,1,14.0
1,0,1,0,
1,0,1,0,19.0
1,1,1,1,1.0
1,0,0,1,
1,0,0,0,
1,0,1,0,190.0
1,0,0,0,
1,0,1,0,32.0
1,0,1,1,
1,1,1,0,14.0
1,1,1,0,
0,1,1,1,137.0
1,0,0,1,
1,0,1,0,
1,0,1,0,38.0
1,1,1,0,3.0
1,0,1,0,
1,0,0,0,
1,0,1,1,
1,1,1,0,
1,1,1,0,
1,1,0,0,8.0
1,0,0,0,
1,1,0,0,4.0
1,0,0,0,
1,0,0,0,41.0
1,0,1,0,
1,0,0,0,218.0
1,1,1,0,
1,0,0,0,
0,0,1,0,6.0
1,0,0,1,
1,0,1,0,
1,1,1,0,79.0
1,0,0,0,
1,1,0,0,
1,0,0,0,200.0
1,0,1,0,7.0
1,0,1,0,629.0
1,0,0,0,
1,0,1,0,30.0
1,1,1,1,
1,0,1,0,
1,0,1,0,
1,0,0,0,
1,0,0,0,
1,0,0,0,22.0
1,0,0,0,
1,0,1,1,
1,0,1,1,
1,1,1,1,6.0
1,0,1,0,
0,0,0,1,
1,0,0,0,
1,1,0,0,2.0
1,0,0,1,
0,0,0,0,51.0
1,0,0,0,
1,0,1,1,
1,0,0,0,74.0
1,0,0,0,
1,0,1,1,
1,0,0,0,
1,0,0,0,67.0
1,0,1,0,136.0
1,0,0,0,
1,0,0,0,
1,1,1,1,
1,1,1,0,54.0
1,1,1,0,3.0
1,0,1,0,
1,0,0,0,
1,0,1,0,173.0
1,0,1,0,
1,0,1,1,12.0
1,0,1,0,209.0
1,0,1,0,52.0
1,0,1,0,108.0
1,0,1,0,
1,0,1,0,
1,0,0,0,
1,0,1,0,
1,0,0,0,11.0
1,0,0,0,
1,0,1,0,3.0
1,0,1,1,25.0
1,0,1,1,12.0
1,1,1,0,
1,0,1,1,
0,0,0,1,19.0
1,0,1,0,90.0
1,0,0,0,
1,0,1,1,12.0
1,0,1,0,
1,1,1,1,13.0
1,0,0,1,
1,0,0,0,38.0
1,0,0,0,
1,0,1,0,
1,0,1,1,
1,0,1,0,17.0
1,1,0,0,15.0
1,0,1,1,6.0
1,0,1,1,187.0
1,0,1,1,27.0
1,0,1,0,18.0
1,0,0,0,
1,1,1,0,120.0
1,0,1,0,
1,0,1,0,120.0
1,0,0,1,
1,0,1,0,
1,0,1,0,144.0
1,0,0,0,189.0
1,1,1,0,83.0
1,0,0,0,
1,0,1,0,
1,0,1,1,
1,0,0,0,
1,1,0,0,61.0
1,1,1,1,
1,0,1,1,
1,0,1,0,24.0
1,0,1,0,108.0
1,0,1,0,75.0
1,0,1,0,
1,1,0,1,15.0
1,0,1,0,129.0
1,0,1,0,4.0
1,0,1,0,
1,0,1,1,
1,0,1,0,11.0
1,0,0,1,
1,1,1,1,
1,0,0,0,
1,0,1,1,
1,1,1,1,5.0
1,0,0,0,
1,1,1,1,48.0
1,0,1,0,
0,0,0,0,
1,1,1,0,144.0
1,0,1,0,341.0
1,0,1,1,
1,0,0,0,32.0
1,1,1,0,4.0
1,0,0,0,
1,0,0,0,20.0
1,0,1,0,
1,0,1,1,
1,0,0,0,
1,0,0,0,
1,0,1,0,476.0
1,0,0,0,
1,0,1,0,
1,0,0,1,8.0
1,0,1,0,
1,0,1,0,
1,0,1,1,41.0
1,0,1,0,
1,0,1,0,
1,1,1,0,121.0
1,0,0,0,27.0
0,0,1,0,11.0
1,0,1,0,
1,1,0,1,12.0
1,1,0,1,42.0
1,1,1,0,29.0
1,1,0,1,110.0
1,1,0,0,3.0
1,1,0,1,
1,0,1,0,1.0
1,1,0,0,8.0
1,1,0,0,26.0
1,0,1,0,73.0
1,0,0,0,685.0
1,0,1,0,143.0
1,0,0,0,19.0
1,0,1,0,3.0
1,1,1,0,9.0
1,0,1,0,10.0
1,1,0,1,72.0
1,1,1,0,144.0
1,0,1,0,234.0
1,0,0,0,206.0
1,0,0,0,192.0
1,0,1,0,129.0
1,1,0,0,31.0
0,0,1,1,
1,1,1,0,64.0
1,0,0,1,
1,0,0,0,
1,1,1,1,
1,1,1,0,30.0
1,1,0,0,3.0
1,0,0,0,
1,0,1,0,
1,1,1,0,3.0
1,1,1,1,97.0
1,0,0,0,444.0
1,0,1,1,107.0
1,0,1,0,205.0
1,1,1,0,11.0
1,0,0,0,
1,0,1,0,
1,1,1,0,17.0
1,1,1,1,
1,0,1,0,
1,0,1,0,81.0
1,0,1,0,16.0
1,0,1,0,18.0
1,0,0,1,82.0
1,1,1,1,
1,0,1,0,
1,1,1,0,8.0
1,0,1,1,
0,0,1,0,92.0
1,0,1,0,223.0
1,0,1,0,
1,1,0,1,
1,0,0,1,20.0
1,0,1,1,8.0
1,1,1,0,30.0
1,1,1,0,9.0
1,0,0,0,112.0
1,0,1,0,107.0
1,1,0,0,26.0
1,1,1,0,110.0
1,1,1,0,53.0
1,1,0,0,210.0
1,0,0,0,80.0
1,0,1,1,125.0
1,1,0,0,1.0
1,1,0,1,159.0
1,1,1,1,7.0
1,0,0,0,55.0
0,0,0,0,25.0
1,0,1,0,232.0
1,1,0,0,158.0
1,0,1,0,59.0
1,0,0,0,27.0
1,0,0,0,215.0
1,1,1,0,103.0
1,1,0,0,169.0
1,1,0,0,20.0
1,1,1,0,11.0
1,1,1,0,
1,1,0,0,
1,0,0,0,23.0
1,0,0,0,
1,0,0,0,53.0
1,1,0,1,32.0
1,0,1,1,
1,1,0,0,20.0
1,0,1,1,4.0
1,0,1,0,54.0
1,1,1,1,77.0
1,0,1,0,
1,0,1,1,22.0
1,0,1,0,16.0
1,0,1,0,
1,0,0,0,73.0
1,1,1,0,32.0
1,1,0,1,109.0
1,0,0,0,418.0
1,0,0,0,83.0
1,0,1,0,230.0
1,0,1,0,90.0
1,1,1,1,130.0
1,1,0,1,198.0
1,0,0,0,200.0
1,1,0,0,19.0
1,0,0,0,12.0
1,0,0,0,
1,0,0,1,198.0
1,0,1,1,24.0
1,0,0,1,15.0
1,1,1,0,98.0
1,1,1,0,7.0
1,1,0,0,228.0
1,0,1,1,13.0
1,0,0,0,173.0
1,0,1,0,2.0
1,1,1,0,6.0
1,0,0,0,116.0
1,1,1,0,5.0
1,0,1,0,
0,0,0,0,87.0
1,1,1,1,8.0
1,0,0,0,
0,0,0,0,46.0
1,1,1,0,13.0
1,1,0,0,48.0
1,1,1,0,14.0
1,1,1,0,26.0
1,1,1,0,7.0
1,1,0,0,40.0
1,1,1,0,21.0
1,1,1,0,4.0
1,1,1,0,149.0
1,1,1,1,13.0
1,0,1,0,
1,1,1,0,14.0
1,0,1,0,
0,0,1,0,25.0
1,1,1,0,29.0
1,1,0,0,28.0
1,0,1,0,162.0
1,1,1,0,
1,0,1,0,7.0
0,0,1,0,14.0
1,1,1,0,20.0
1,0,0,0,
1,1,1,0,20.0
1,0,1,0,
1,1,1,1,3.0
1,1,1,0,63.0
1,0,1,1,
1,0,1,0,
1,1,1,0,16.0
1,0,1,0,
0,0,1,0,48.0
1,1,0,0,12.0
1,0,1,0,1.0
1,1,1,0,16.0
1,1,1,0,
1,0,1,0,
1,0,0,1,
1,0,1,0,5.0
1,0,1,0,
1,0,1,0,
1,1,1,0,13.0
1,0,0,0,
1,0,1,0,
1,0,1,0,
1,0,0,0,
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,0,1,1,
1,1,1,0,17.0
1,1,1,0,1.0
1,1,1,1,126.0
1,1,1,0,
1,1,0,0,112.0
1,1,1,1,1.0
1,1,0,1,
1,0,1,1,
1,0,1,0,39.0
1,0,0,0,
1,1,1,0,9.0
1,0,1,1,
1,0,0,1,
1,1,0,1,1.0
1,1,1,1,2.0
1,0,1,0,3.0
1,0,0,0,
1,0,1,0,
1,0,1,0,
0,0,1,0,7.0
1,0,1,0,16.0
1,1,1,0,13.0
1,1,1,0,19.0
1,0,0,0,
1,0,1,1,
1,1,1,1,
1,0,0,1,5.0
1,0,0,0,254.0
1,0,1,0,11.0
1,0,0,0,
1,0,1,0,
1,1,1,1,
1,1,1,0,59.0
1,1,0,0,34.0
1,0,1,1,32.0
1,0,0,0,31.0
1,0,1,1,17.0
1,0,1,0,19.0
1,0,1,1,50.0
1,0,1,0,
1,1,1,0,
1,0,1,0,89.0
1,0,1,0,
1,0,1,0,
1,0,1,1,
1,0,1,0,11.0
1,0,1,1,
1,1,1,1,
1,0,0,1,
1,1,1,1,89.0
1,0,1,0,9.0
1,1,1,0,70.0
1,1,1,0,11.0
1,0,1,1,
1,0,1,0,8.0
1,0,0,0,11.0
1,0,1,0,45.0
1,1,1,0,3.0
1,0,1,1,12.0
0,0,1,1,51.0
1,0,0,0,
1,0,0,1,
1,0,1,0,
1,0,0,1,
1,0,1,1,
1,0,0,1,
0,0,1,0,
1,0,1,0,
1,0,1,1,15.0
1,0,0,1,6.0
1,1,1,0,33.0
0,0,1,1,4.0
1,0,1,0,42.0
1,0,1,0,
1,0,1,1,
1,1,1,0,31.0
0,0,0,0,
1,0,1,1,
1,0,1,0,
1,0,1,0,
1,1,1,0,
1,1,1,0,26.0
1,0,1,0,
1,0,0,0,77.0
1,0,1,0,
1,0,0,1,
1,0,1,1,56.0
1,0,1,0,
1,0,1,0,
1,1,1,1,
1,0,1,0,
1,0,1,0,15.0
0,1,1,1,4.0
1,0,0,0,
1,1,1,0,4.0
1,0,1,0,
1,0,0,1,
1,1,1,0,
1,0,0,1,
1,0,0,0,
1,0,1,1,
1,0,1,1,7.0
1,0,0,0,
1,1,1,1,
1,0,1,1,
1,0,1,0,
1,0,1,1,
0,0,1,0,
1,0,0,1,
1,0,1,0,
1,0,1,1,27.0
1,0,1,0,15.0
1,1,1,0,113.0
1,0,1,0,9.0
1,0,0,0,
1,1,0,1,13.0
1,0,0,1,
1,0,0,0,
0,0,1,1,
1,0,1,1,
1,1,1,1,
1,1,0,1,24.0
1,0,1,0,1.0
1,0,0,0,
1,0,1,0,
1,0,0,1,
1,0,1,0,
1,0,1,0,
1,0,0,1,
1,0,1,0,
1,0,0,0,
0,0,1,0,
1,0,0,0,
1,1,1,0,
1,1,1,1,
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,1,0,0,3.0
1,1,1,0,
1,0,0,0,
1,0,1,0,44.0
1,0,0,0,
1,1,1,1,
1,0,1,0,
1,0,1,1,
1,0,0,0,
1,0,0,0,12.0
1,1,1,0,
1,0,1,1,
1,0,1,1,9.0
1,0,1,1,
1,0,1,1,
1,0,1,0,
1,0,1,0,
1,0,1,0,
0,0,0,0,
1,0,1,1,
1,0,1,1,
1,0,0,0,
1,0,1,1,
1,0,1,1,
1,0,1,1,
1,1,1,0,15.0
1,0,0,0,
1,1,1,1,5.0
1,0,1,0,51.0
1,0,0,0,
1,1,1,0,27.0
1,1,1,0,1.0
0,1,1,1,
1,0,0,0,
1,1,1,0,24.0
1,0,1,1,
1,0,0,0,
1,0,0,1,6.0
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,1,1,0,8.0
1,1,1,0,13.0
0,0,1,0,20.0
1,1,1,0,33.0
1,0,1,0,20.0
0,0,1,0,
1,1,1,0,8.0
1,1,0,0,20.0
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,0,0,0,
1,0,1,0,
1,0,1,0,
1,1,1,0,
1,1,1,0,
1,0,1,0,6.0
1,0,1,0,26.0
1,1,1,0,
1,1,1,0,
1,0,0,0,
1,1,1,0,
1,0,1,1,30.0
1,0,1,0,
1,0,0,1,
1,0,0,0,44.0
1,0,1,1,
1,0,1,0,
1,0,0,0,138.0
1,0,1,1,
1,0,1,0,
1,0,1,1,24.0
1,0,1,0,
1,0,1,1,
1,0,1,0,
1,0,0,0,
1,0,1,1,6.0
1,0,1,0,
1,1,0,1,
1,0,0,0,
1,0,1,1,
1,1,1,1,
1,0,1,0,
0,1,1,0,
1,1,1,0,5.0
1,0,1,0,
0,0,0,0,
1,0,1,0,13.0
1,0,1,0,50.0
1,0,1,0,13.0
1,0,1,0,18.0
0,1,1,0,
1,0,1,0,
1,0,1,0,
1,1,1,0,13.0
1,0,0,0,
1,0,0,0,
1,1,1,1,23.0
1,1,1,0,52.0
1,1,1,0,
1,1,1,0,12.0
1,0,1,0,
0,0,1,0,58.0
1,1,1,0,
1,1,1,1,17.0
1,1,0,0,46.0
1,0,1,0,
1,0,0,0,54.0
1,1,1,0,4.0
1,1,1,0,14.0
1,0,1,1,5.0
0,0,1,1,58.0
1,0,0,1,
1,1,0,0,
1,1,1,0,6.0
1,0,0,0,
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,0,1,1,
1,0,1,0,
1,0,1,0,55.0
1,0,1,0,
1,1,1,0,
1,0,1,1,
1,0,0,0,
1,1,0,0,
1,1,1,0,
1,1,1,0,
1,1,1,1,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,1,
1,1,0,0,
1,0,0,0,
1,1,1,0,
1,1,0,0,4.0
1,0,1,1,
1,0,0,1,5.0
0,0,1,1,
1,1,1,0,
0,0,1,1,5.0
1,0,1,1,
1,1,1,1,
1,0,1,0,
1,0,1,1,57.0
1,0,1,0,59.0
1,0,1,0,
1,0,1,0,113.0
1,0,0,0,
1,0,1,1,
1,0,1,0,
1,0,1,1,52.0
1,0,1,1,8.0
1,0,0,1,20.0
1,0,1,1,
0,0,0,0,
1,0,0,0,
1,1,1,0,37.0
0,0,1,0,
1,0,1,0,28.0
1,0,1,1,25.0
1,0,0,0,
1,1,1,0,
1,0,1,0,
1,0,0,1,
1,1,0,0,
1,1,0,0,22.0
1,0,0,0,
1,1,1,0,
1,0,1,1,
1,0,1,0,
1,0,1,0,
1,1,1,0,
1,0,0,1,21.0
1,0,1,0,
0,0,1,1,7.0
1,0,1,1,
1,1,1,0,
0,1,1,0,
1,0,1,0,69.0
1,1,1,0,
0,1,1,1,
1,1,0,0,35.0
1,1,1,0,
0,0,1,1,
1,1,0,0,
1,1,1,0,11.0
1,1,1,0,
1,0,1,0,
1,1,1,0,55.0
1,1,1,0,48.0
1,1,1,1,10.0
1,1,1,0,
1,0,1,0,
1,0,1,0,
1,1,1,0,62.0
1,1,1,0,
1,1,0,0,
1,1,1,0,24.0
1,1,1,0,
1,0,1,0,
1,1,1,0,5.0
1,0,1,0,
1,1,1,1,14.0
1,0,1,0,8.0
1,1,1,0,
1,1,1,0,40.0
1,1,1,0,46.0
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,0,0,
1,1,1,0,
1,1,1,0,45.0
1,1,1,0,
1,1,1,1,
1,0,1,0,28.0
1,1,1,0,44.0
1,1,1,0,
1,1,1,0,
1,1,0,0,51.0
1,1,1,0,57.0
1,1,0,0,
1,0,1,0,
1,1,1,0,63.0
1,0,1,0,
1,1,1,0,
